competitor_product_id,competitor,matched_ibuyflowers,matched_variety
500194,Dianthus Solomio Fen Orange,Dianthus Fen Pink Solomio,4f4d3957-fa48-46ee-a98e-4a9bcb254662
500196,Dianthus Solomio Imre Hot Pink,Dianthus Imre Pink Solomio,6b033c32-432c-4386-93a5-d24881bafa91
4731976,Dianthus Solomio Pink,Cas Dianthus Pink Solomio,73bcc1a7-2e09-423d-ab4c-b439eebb6ad2
1912208,Dianthus Solomio Sem Purple Bicolor,Ard Dianthus Solomio White,2c1e8cff-5e38-455c-9bf9-bed60f41c420
817577,Dianthus Solomio White,Ard Dianthus Solomio White,2c1e8cff-5e38-455c-9bf9-bed60f41c420
490061,Dusty Miller Large Leaf Silver,Dusty Lacey Miller Silver,e47a4311-9e5e-4762-b94e-408ee36afcf3
490061,Dusty Miller Large Leaf Silver,Dusty Lacey Miller Silver,e47a4311-9e5e-4762-b94e-408ee36afcf3
490061,Dusty Miller Large Leaf Silver,Dusty Lacey Miller Silver,e47a4311-9e5e-4762-b94e-408ee36afcf3
490206,Dusty Miller Large Leaf Silver,Dusty Lacey Miller Silver,e47a4311-9e5e-4762-b94e-408ee36afcf3
490206,Dusty Miller Large Leaf Silver,Dusty Lacey Miller Silver,e47a4311-9e5e-4762-b94e-408ee36afcf3
569141,Eryngium Blue Bell Blue,Blue Eryngium Star Thistle,bc2c65d1-0e52-4421-bcee-283216d7a738
639533,Eryngium Magical Blue Lagoon Blue,Blue Lagoon Star Thistle Turquoise,124c70db-2f4d-4915-b473-028eaaa28907
11824116,Eryngium Magical White Lagoon White,Blue Eryngium Star Thistle,bc2c65d1-0e52-4421-bcee-283216d7a738
490291,Eucalyptus Baby Blue Blue,Baby Blue Eucalyptus Green,6f5d478f-b433-4da6-a445-ebc8502852f7
1714809,Eupatorium Assorted,Null,Null
515467,Eupatorium Pink,Null,Null
515467,Eupatorium Pink,Null,Null
515468,Eupatorium White,Null,Null
515486,Fern Sea Star Green,Null,Null
515492,Flexigrass Green,Null,Null
485045,Fuji Anastasia Bronze,Anastasia Roses White,df575412-0607-4cba-986b-13f851f38383
485047,Fuji Anastasia Green,Anastasia Roses White,df575412-0607-4cba-986b-13f851f38383
485050,Fuji Anastasia White,Anastasia Roses White,df575412-0607-4cba-986b-13f851f38383
485036,Fuji Assorted,Null,Null
485037,Fuji Bronze,Null,Null
485039,Fuji Green,Null,Null
490215,Fuji Hydra Pink,Null,Null
509380,Fuji Nexus Dark Purple,Nexus Orange Roses,f632e825-24f7-4c42-a237-e3cd831718d7
509379,Fuji Yazoo White,Null,Null
509425,Galax Green,Galax Green,044efdd7-cd26-4f8b-b111-8a7351ee7753
509425,Galax Green,Galax Green,044efdd7-cd26-4f8b-b111-8a7351ee7753
4726069,Garland Gypsophila Tinted Blue 10',Null,Null
4618509,Garland Gypsophila Tinted Blue 5',Null,Null
4726079,Garland Gypsophila Tinted Brown 10',Null,Null
4618516,Garland Gypsophila Tinted Brown 5',Null,Null
4726081,Garland Gypsophila Tinted Coffee Toffee Light Brown 10',Null,Null
4618526,Garland Gypsophila Tinted Coffee Toffee Light Brown 5',Null,Null
4726130,Garland Gypsophila Tinted Cold Sky Rainbow 10',Null,Null
4618540,Garland Gypsophila Tinted Cold Sky Rainbow 5',Null,Null
4726078,Garland Gypsophila Tinted Coral 10',Null,Null
4618515,Garland Gypsophila Tinted Coral 5',Null,Null
4726133,Garland Gypsophila Tinted Fashion Rainbow 10',Null,Null
4618544,Garland Gypsophila Tinted Fashion Rainbow 5',Null,Null
4726065,Garland Gypsophila Tinted Green 10',Null,Null
4618493,Garland Gypsophila Tinted Green 5',Null,Null
4726074,Garland Gypsophila Tinted Hot Pink 10',Null,Null
4618512,Garland Gypsophila Tinted Hot Pink 5',Null,Null
4726132,Garland Gypsophila Tinted Illusion Rainbow 10',Null,Null
4618543,Garland Gypsophila Tinted Illusion Rainbow 5',Null,Null
4726070,Garland Gypsophila Tinted Lavender 10',Null,Null
4618510,Garland Gypsophila Tinted Lavender 5',Null,Null
4726068,Garland Gypsophila Tinted Light Blue 10',Null,Null
4618508,Garland Gypsophila Tinted Light Blue 5',Null,Null
4726066,Garland Gypsophila Tinted Light Green 10',Null,Null
4618502,Garland Gypsophila Tinted Light Green 5',Null,Null
4726075,Garland Gypsophila Tinted Light Pink 10',Null,Null
4618513,Garland Gypsophila Tinted Light Pink 5',Null,Null
4726093,Garland Gypsophila Tinted Light Yellow 10',Null,Null
4618530,Garland Gypsophila Tinted Light Yellow 5',Null,Null
4726095,Garland Gypsophila Tinted Malima Rainbow 10',Null,Null
4618533,Garland Gypsophila Tinted Malima Rainbow 5',Null,Null
4726080,Garland Gypsophila Tinted New Pink Erika Pink 10',Null,Null
4618524,Garland Gypsophila Tinted New Pink Erika Pink 5',Null,Null
4726082,Garland Gypsophila Tinted Orange 10',Null,Null
4618527,Garland Gypsophila Tinted Orange 5',Null,Null
4726073,Garland Gypsophila Tinted Purple 10',Null,Null
4618511,Garland Gypsophila Tinted Purple 5',Null,Null
4726077,Garland Gypsophila Tinted Red 10',Null,Null
4618514,Garland Gypsophila Tinted Red 5',Null,Null
4726128,Garland Gypsophila Tinted Sunrise Rainbow 10',Null,Null
4618539,Garland Gypsophila Tinted Sunrise Rainbow 5',Null,Null
4726131,Garland Gypsophila Tinted Sunset Rainbow 10',Null,Null
4618541,Garland Gypsophila Tinted Sunset Rainbow 5',Garden Orange Roses Sunset,e465d3d2-a6ca-4666-bd9a-8648a1b1a25d
4726126,Garland Gypsophila Tinted Sweet Candy Pink Mix 10',Null,Null
4618538,Garland Gypsophila Tinted Sweet Candy Pink Mix 5',Null,Null
4726067,Garland Gypsophila Tinted Turquoise 10',Null,Null
4618507,Garland Gypsophila Tinted Turquoise 5',Null,Null
